;REGIAO;RENDA;ACESSO À INTERNET PRÓPRIO DOMICILIO;VIA 3G OU 4G;DISCADA OU LINHA TELEFONICA;BANDA LARGA;MICROCOMPUTADOR;MICROCOMPUTADOR PARA INTERNET
140015;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140016;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140017;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140018;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Sim;Não
140019;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140020;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140021;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140022;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140023;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
140024;Centro-Oeste;;;;;;;
140025;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
140026;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140027;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
140028;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140029;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140030;Centro-Oeste;;;;;;;
140031;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140032;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140033;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140034;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140035;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140036;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Não;
140037;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
140038;Centro-Oeste;de 1 a 2 SM;;;;;;
140039;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
140040;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140041;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140042;Centro-Oeste;de 1 a 2 SM;2.0;Não;Sim;Sim;Não;
140043;Centro-Oeste;;;;;;;
140044;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140045;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140046;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140047;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140048;Centro-Oeste;;;;;;;
140049;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140050;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
140051;Centro-Oeste;;;;;;;
140052;Centro-Oeste;Não Disponível;2.0;Sim;Não;Não;Sim;Sim
140053;Centro-Oeste;Não Disponível;2.0;Sim;Não;Não;Não;
140054;Centro-Oeste;;;;;;;
140055;Centro-Oeste;Não Disponível;2.0;Sim;Não;Sim;Sim;Sim
140056;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Não;Não;
140057;Centro-Oeste;;;;;;;
140058;Centro-Oeste;;;;;;;
140059;Centro-Oeste;;;;;;;
140060;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140061;Centro-Oeste;;;;;;;
140062;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140063;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140064;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140065;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140066;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140067;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
140068;Centro-Oeste;;;;;;;
140069;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140070;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140071;Centro-Oeste;;;;;;;
140072;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Não;Não;
140073;Centro-Oeste;;;;;;;
140074;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140075;Centro-Oeste;;;;;;;
140076;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
140077;Centro-Oeste;;;;;;;
140078;Centro-Oeste;;;;;;;
140079;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140080;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140081;Centro-Oeste;;;;;;;
140082;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140083;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140084;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Sim
140085;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140086;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140087;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140088;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
140089;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140090;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140091;Centro-Oeste;;;;;;;
140092;Centro-Oeste;;;;;;;
140093;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140094;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Não;
140095;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140096;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140097;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140098;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140099;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140100;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140101;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
140102;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140103;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140104;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140105;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140106;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140107;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140108;Centro-Oeste;;;;;;;
140109;Centro-Oeste;;;;;;;
140110;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140111;Centro-Oeste;;;;;;;
140112;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Não;
140113;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140114;Centro-Oeste;;;;;;;
140115;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140116;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140117;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140118;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
140119;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
140120;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140121;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140122;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140123;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Sim;Não;Sim;Sim
140124;Centro-Oeste;;;;;;;
140125;Centro-Oeste;;;;;;;
140126;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140127;Centro-Oeste;;;;;;;
140128;Centro-Oeste;;;;;;;
140129;Centro-Oeste;;;;;;;
140130;Centro-Oeste;;;;;;;
140131;Centro-Oeste;;;;;;;
140132;Centro-Oeste;;;;;;;
140133;Centro-Oeste;;;;;;;
140134;Centro-Oeste;;;;;;;
140135;Centro-Oeste;;;;;;;
140136;Centro-Oeste;;;;;;;
140137;Centro-Oeste;;;;;;;
140138;Centro-Oeste;;;;;;;
140139;Centro-Oeste;;;;;;;
140140;Centro-Oeste;;;;;;;
140141;Centro-Oeste;;;;;;;
140142;Centro-Oeste;;;;;;;
140143;Centro-Oeste;;;;;;;
140144;Centro-Oeste;;;;;;;
140145;Centro-Oeste;de 3 a 5 SM;4.0;;;;Sim;Não
140146;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140147;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140148;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
140149;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140150;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140151;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140152;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140153;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140154;Centro-Oeste;de 3 a 5 SM;4.0;;;;Sim;Não
140155;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140156;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140157;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140158;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140159;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140160;Centro-Oeste;;;;;;;
140161;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
140162;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140163;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140164;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140165;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
140166;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140167;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140168;Centro-Oeste;;;;;;;
140169;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140170;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140171;Centro-Oeste;;;;;;;
140172;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
140173;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140174;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140175;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Não;
140176;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140177;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140178;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140179;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140180;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140181;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140182;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140183;Centro-Oeste;;;;;;;
140184;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140185;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140186;Centro-Oeste;;;;;;;
140187;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140188;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140189;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
140190;Centro-Oeste;;;;;;;
140191;Centro-Oeste;Não Disponível;4.0;;;;Não;
140192;Centro-Oeste;Não Disponível;4.0;;;;Não;
140193;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140194;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
140195;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140196;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140197;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
140198;Centro-Oeste;;;;;;;
140199;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140200;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140201;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140202;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140203;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140204;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140205;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140206;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140207;Centro-Oeste;;;;;;;
140208;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140209;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140210;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140211;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140212;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140213;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140214;Centro-Oeste;Não Disponível;4.0;;;;Não;
140215;Centro-Oeste;;;;;;;
140216;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
140217;Centro-Oeste;;;;;;;
140218;Centro-Oeste;Sem Rendimento;4.0;;;;Não;
140219;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140220;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140221;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140222;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140223;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140224;Centro-Oeste;;;;;;;
140225;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140226;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140227;Centro-Oeste;;;;;;;
140228;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140229;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140230;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
140231;Centro-Oeste;;;;;;;
140232;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140233;Centro-Oeste;;;;;;;
140234;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
140235;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
140236;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140237;Centro-Oeste;;;;;;;
140238;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140239;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
140240;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140241;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140242;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140243;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140244;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140245;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140246;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140247;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
140248;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140249;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140250;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Sim;Não;Sim;Sim
140251;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140252;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140253;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140254;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
140255;Centro-Oeste;;;;;;;
140256;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Não;
140257;Centro-Oeste;;;;;;;
140258;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
140259;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140260;Centro-Oeste;;;;;;;
140261;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Sim;Não;Sim;Sim
140262;Centro-Oeste;;;;;;;
140263;Centro-Oeste;;;;;;;
140264;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140265;Centro-Oeste;;;;;;;
140266;Centro-Oeste;;;;;;;
140267;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Sim;Não;Sim;Sim
140268;Centro-Oeste;mais que 5 SM;2.0;Sim;Sim;Não;Sim;Sim
140269;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
140270;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140271;Centro-Oeste;;;;;;;
140272;Centro-Oeste;;;;;;;
140273;Centro-Oeste;;;;;;;
140274;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140275;Centro-Oeste;mais que 5 SM;2.0;Não;Sim;Sim;Sim;Sim
140276;Centro-Oeste;;;;;;;
140277;Centro-Oeste;;;;;;;
140278;Centro-Oeste;;;;;;;
140279;Centro-Oeste;;;;;;;
140280;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140281;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140282;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
140283;Centro-Oeste;;;;;;;
140284;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
140285;Centro-Oeste;;;;;;;
140286;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
140287;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140288;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Sim
140289;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140290;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
140291;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Sim;Não;Sim;Sim
140292;Centro-Oeste;;;;;;;
140293;Centro-Oeste;de 3 a 5 SM;4.0;;;;Sim;Não
140294;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140295;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140296;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140297;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140298;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140299;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140300;Centro-Oeste;;;;;;;
140301;Centro-Oeste;;;;;;;
140302;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140303;Centro-Oeste;;;;;;;
140304;Centro-Oeste;mais que 5 SM;4.0;;;;Não;
140305;Centro-Oeste;;;;;;;
140306;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140307;Centro-Oeste;;;;;;;
140308;Centro-Oeste;;;;;;;
140309;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140310;Centro-Oeste;;;;;;;
140311;Centro-Oeste;;;;;;;
140312;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Sim
140313;Centro-Oeste;;;;;;;
140314;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140315;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140316;Centro-Oeste;;;;;;;
140317;Centro-Oeste;;;;;;;
140318;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
140319;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
140320;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Não;
140321;Centro-Oeste;;;;;;;
140322;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
140323;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
140324;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
140325;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Não;
140326;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
140327;Centro-Oeste;;;;;;;
140328;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140329;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
140330;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140331;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140332;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140333;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
140334;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140335;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140336;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140337;Centro-Oeste;;;;;;;
140338;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140339;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
140340;Centro-Oeste;;;;;;;
140341;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140342;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140343;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140344;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Sim
140345;Centro-Oeste;;;;;;;
140346;Centro-Oeste;de 1 a 2 SM;2.0;Não;Sim;Sim;Sim;Sim
140347;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140348;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140349;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140350;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140351;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140352;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140353;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140354;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
140355;Centro-Oeste;;;;;;;
140356;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140357;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140358;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140359;Centro-Oeste;;;;;;;
140360;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
140361;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140362;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
140363;Centro-Oeste;;;;;;;
140364;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
140365;Centro-Oeste;Sem Rendimento;4.0;;;;Sim;Não
140366;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140367;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140368;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
140369;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
140370;Centro-Oeste;;;;;;;
140371;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Não;Não;
140372;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140373;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140374;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140375;Centro-Oeste;Não Disponível;2.0;Sim;Não;Sim;Sim;Sim
140376;Centro-Oeste;;;;;;;
140377;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140378;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
140379;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140380;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
140381;Centro-Oeste;;;;;;;
140382;Centro-Oeste;;;;;;;
140383;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
140384;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140385;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Sim;Sim
140386;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140387;Centro-Oeste;;;;;;;
140388;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
140389;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
140390;Centro-Oeste;;;;;;;
140391;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
140392;Centro-Oeste;;;;;;;
140393;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
140394;Centro-Oeste;de 0,5 a 1 SM;;;;;;
140395;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140396;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
140397;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
140398;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Não
140399;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140400;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140401;Centro-Oeste;;;;;;;
140402;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Não;Sim;Não
140403;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
140404;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
140405;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140406;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
140407;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
140408;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
140409;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Não;Não;
140410;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
