;REGIAO;RENDA;ACESSO À INTERNET PRÓPRIO DOMICILIO;VIA 3G OU 4G;DISCADA OU LINHA TELEFONICA;BANDA LARGA;MICROCOMPUTADOR;MICROCOMPUTADOR PARA INTERNET
145135;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
145136;Centro-Oeste;;;;;;;
145137;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145138;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Não
145139;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
145140;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
145141;Centro-Oeste;;;;;;;
145142;Centro-Oeste;;;;;;;
145143;Centro-Oeste;;;;;;;
145144;Centro-Oeste;;;;;;;
145145;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
145146;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
145147;Centro-Oeste;;;;;;;
145148;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
145149;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Não;Sim;Não
145150;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
145151;Centro-Oeste;Não Disponível;2.0;Não;Não;Sim;Sim;Sim
145152;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145153;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145154;Centro-Oeste;;;;;;;
145155;Centro-Oeste;;;;;;;
145156;Centro-Oeste;;;;;;;
145157;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Não;
145158;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
145159;Centro-Oeste;;;;;;;
145160;Centro-Oeste;;;;;;;
145161;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
145162;Centro-Oeste;;;;;;;
145163;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145164;Centro-Oeste;;;;;;;
145165;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145166;Centro-Oeste;;;;;;;
145167;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145168;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
145169;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145170;Centro-Oeste;;;;;;;
145171;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145172;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
145173;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
145174;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
145175;Centro-Oeste;;;;;;;
145176;Centro-Oeste;Não Disponível;2.0;Não;Não;Sim;Sim;Sim
145177;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Sim
145178;Centro-Oeste;de 2 a 3 SM;2.0;Não;Sim;Sim;Sim;Sim
145179;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145180;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145181;Centro-Oeste;;;;;;;
145182;Centro-Oeste;;;;;;;
145183;Centro-Oeste;;;;;;;
145184;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145185;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145186;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145187;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Não;
145188;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145189;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145190;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145191;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
145192;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145193;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145194;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145195;Centro-Oeste;;;;;;;
145196;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145197;Centro-Oeste;Não Disponível;2.0;Não;Não;Sim;Sim;Sim
145198;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145199;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145200;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145201;Centro-Oeste;;;;;;;
145202;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145203;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145204;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Não;
145205;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145206;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Sim;Sim;Sim
145207;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145208;Centro-Oeste;;;;;;;
145209;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145210;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145211;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145212;Centro-Oeste;;;;;;;
145213;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145214;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145215;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145216;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145217;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145218;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Sim;Não;Sim;Sim
145219;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145220;Centro-Oeste;;;;;;;
145221;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
145222;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Não;Sim;Não
145223;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Sim;Não;Sim;Sim
145224;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145225;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
145226;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145227;Centro-Oeste;;;;;;;
145228;Centro-Oeste;;;;;;;
145229;Centro-Oeste;;;;;;;
145230;Centro-Oeste;;;;;;;
145231;Centro-Oeste;;;;;;;
145232;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145233;Centro-Oeste;;;;;;;
145234;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145235;Centro-Oeste;;;;;;;
145236;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
145237;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145238;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145239;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145240;Centro-Oeste;;;;;;;
145241;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145242;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145243;Centro-Oeste;;;;;;;
145244;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145245;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
145246;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145247;Centro-Oeste;;;;;;;
145248;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145249;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145250;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145251;Centro-Oeste;;;;;;;
145252;Centro-Oeste;;;;;;;
145253;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
145254;Centro-Oeste;;;;;;;
145255;Centro-Oeste;Não Disponível;2.0;Não;Não;Sim;Sim;Sim
145256;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
145257;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145258;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
145259;Centro-Oeste;;;;;;;
145260;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145261;Centro-Oeste;;;;;;;
145262;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Não;
145263;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
145264;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145265;Centro-Oeste;;;;;;;
145266;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145267;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145268;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145269;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145270;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145271;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Não;
145272;Centro-Oeste;;;;;;;
145273;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145274;Centro-Oeste;;;;;;;
145275;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145276;Centro-Oeste;;;;;;;
145277;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145278;Centro-Oeste;;;;;;;
145279;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145280;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145281;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145282;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145283;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145284;Centro-Oeste;Sem Rendimento;4.0;;;;Não;
145285;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145286;Centro-Oeste;;;;;;;
145287;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145288;Centro-Oeste;;;;;;;
145289;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
145290;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145291;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Não
145292;Centro-Oeste;;;;;;;
145293;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145294;Centro-Oeste;;;;;;;
145295;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145296;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145297;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145298;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145299;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145300;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145301;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145302;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145303;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
145304;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145305;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
145306;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
145307;Centro-Oeste;;;;;;;
145308;Centro-Oeste;;;;;;;
145309;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
145310;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145311;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145312;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145313;Centro-Oeste;;;;;;;
145314;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145315;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Sim
145316;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145317;Centro-Oeste;;;;;;;
145318;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
145319;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145320;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145321;Centro-Oeste;Sem Rendimento;2.0;Sim;Não;Não;Não;
145322;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145323;Centro-Oeste;;;;;;;
145324;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145325;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145326;Centro-Oeste;até 0,25 SM;2.0;Sim;Não;Sim;Sim;Sim
145327;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145328;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145329;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Não;
145330;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145331;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145332;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145333;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
145334;Centro-Oeste;;;;;;;
145335;Centro-Oeste;;;;;;;
145336;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
145337;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
145338;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
145339;Centro-Oeste;;;;;;;
145340;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145341;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
145342;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145343;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145344;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145345;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145346;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145347;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145348;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Não;
145349;Centro-Oeste;;;;;;;
145350;Centro-Oeste;;;;;;;
145351;Centro-Oeste;;;;;;;
145352;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145353;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Não;Sim;Sim
145354;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145355;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
145356;Centro-Oeste;;;;;;;
145357;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
145358;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145359;Centro-Oeste;;;;;;;
145360;Centro-Oeste;;;;;;;
145361;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
145362;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145363;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145364;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145365;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
145366;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
145367;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145368;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145369;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145370;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145371;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
145372;Centro-Oeste;;;;;;;
145373;Centro-Oeste;;;;;;;
145374;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145375;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
145376;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Não
145377;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145378;Centro-Oeste;;;;;;;
145379;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145380;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145381;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145382;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145383;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145384;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145385;Centro-Oeste;até 0,25 SM;2.0;Sim;Não;Sim;Sim;Sim
145386;Centro-Oeste;;;;;;;
145387;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Sim;Não;Sim;Sim
145388;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145389;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
145390;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145391;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145392;Centro-Oeste;;;;;;;
145393;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145394;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145395;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145396;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145397;Centro-Oeste;;;;;;;
145398;Centro-Oeste;;;;;;;
145399;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145400;Centro-Oeste;;;;;;;
145401;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
145402;Centro-Oeste;;;;;;;
145403;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145404;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
145405;Centro-Oeste;;;;;;;
145406;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145407;Centro-Oeste;;;;;;;
145408;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
145409;Centro-Oeste;;;;;;;
145410;Centro-Oeste;;;;;;;
145411;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145412;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145413;Centro-Oeste;;;;;;;
145414;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145415;Centro-Oeste;;;;;;;
145416;Centro-Oeste;;;;;;;
145417;Centro-Oeste;;;;;;;
145418;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145419;Centro-Oeste;;;;;;;
145420;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
145421;Centro-Oeste;;;;;;;
145422;Centro-Oeste;;;;;;;
145423;Centro-Oeste;;;;;;;
145424;Centro-Oeste;;;;;;;
145425;Centro-Oeste;;;;;;;
145426;Centro-Oeste;;;;;;;
145427;Centro-Oeste;;;;;;;
145428;Centro-Oeste;;;;;;;
145429;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145430;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Não;
145431;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145432;Centro-Oeste;;;;;;;
145433;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145434;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145435;Centro-Oeste;;;;;;;
145436;Centro-Oeste;;;;;;;
145437;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145438;Centro-Oeste;;;;;;;
145439;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145440;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145441;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145442;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145443;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145444;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145445;Centro-Oeste;;;;;;;
145446;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145447;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145448;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
145449;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Não;
145450;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145451;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Não
145452;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145453;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
145454;Centro-Oeste;;;;;;;
145455;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Não;
145456;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145457;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145458;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145459;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145460;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145461;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145462;Centro-Oeste;;;;;;;
145463;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
145464;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145465;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145466;Centro-Oeste;;;;;;;
145467;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145468;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145469;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145470;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
145471;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Não;
145472;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145473;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145474;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
145475;Centro-Oeste;;;;;;;
145476;Centro-Oeste;;;;;;;
145477;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145478;Centro-Oeste;;;;;;;
145479;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145480;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
145481;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145482;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
145483;Centro-Oeste;;;;;;;
145484;Centro-Oeste;Não Disponível;4.0;;;;Não;
145485;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145486;Centro-Oeste;;;;;;;
145487;Centro-Oeste;;;;;;;
145488;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145489;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145490;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145491;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
145492;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
145493;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145494;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145495;Centro-Oeste;;;;;;;
145496;Centro-Oeste;;;;;;;
145497;Centro-Oeste;;;;;;;
145498;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
145499;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145500;Centro-Oeste;;;;;;;
145501;Centro-Oeste;;;;;;;
145502;Centro-Oeste;;;;;;;
145503;Centro-Oeste;;;;;;;
145504;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
145505;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145506;Centro-Oeste;;;;;;;
145507;Centro-Oeste;;;;;;;
145508;Centro-Oeste;;;;;;;
145509;Centro-Oeste;;;;;;;
145510;Centro-Oeste;;;;;;;
145511;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Não;Não;
145512;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
145513;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145514;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
145515;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Não
145516;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Sim;Sim
145517;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
145518;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
145519;Centro-Oeste;;;;;;;
145520;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
145521;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
145522;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145523;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
145524;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Sim
145525;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
145526;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
145527;Centro-Oeste;;;;;;;
145528;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
145529;Centro-Oeste;;;;;;;
145530;Centro-Oeste;;;;;;;
145531;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
145532;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
145533;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
